TICKER_ID,TICKER,TICKER_NAME                                                ,SECTOR_ID,SECTOR          ,INDUSTRY                                ,INDEX_ID,INDEX ,DESCRIPTION                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
54,QIA   ,QIAGEN NV                                                  ,9,Healthcare      ,Medical Laboratories & Research         ,3,TecDAX,QIAGEN N.V.; through its subsidiaries; provides sample and assay technologies worldwide. It offers approximately 500 core consumable products; such as sample and assay kits; and automated instrumentation systems that empower customers to transform raw biological samples into molecular information. The company's consumable products are used for plasmid deoxyribonucleic acid (DNA) purification; and ribonucleic acid purification and stabilization; genomic and viral nucleic acid purification; nucleic acid transfection; polymerase chain reaction (PCR) amplification; reverse transcription; DNA cleanup after PCR and sequencing; and DNA cloning and protein purification. The company sells the digene HC2 HPV Test; a signal-amplified test for high-risk strains of the human papillomavirus. It also offers co-development services for companion diagnostics; technology licensing and patent sales services; and custom services; including whole genome amplification; DNA sequencing; and non-cGMP DNA production on a contract basis. The company's instrumentation systems automate the use of sample and assay technologies into solutions for a range of laboratory needs enabling customers to perform nucleic acid sample preparation; assay setup; target detection; and other laboratory tasks. Its automated systems include QIAsymphony; a modular system; Rotor-Gene Q; a rotary real-time PCR cycler system; PyroMark; a high-resolution detection platform based upon the Pyrosequencing technology; QIAcube; a sample processing instrument; QIAxcel for nucleic acid separation in low- to high-throughput laboratories; and ESE-Quant Tube Scanners; an optical measurement device. The company serves customer classes; including molecular diagnostics laboratories; applied testing customers in fields; such as forensics; veterinary diagnostics; and food safety; pharmaceutical research and development groups; and academic researchers. QIAGEN N.V. was founded in 1986 and is headquartered in Venlo; the Netherlands.
55,QSC   ,QSC AG                                                     ,7,Technology      ,Wireless Communications                 ,3,TecDAX,QSC AG provides information technology and telecommunication services to small and mid-size enterprises primarily in Germany. The company offers various information and telecommunications services; including site networking; information technology (IT) outsourcing; IT consulting; and cloud services; and data center services; such as housing and hosting. It also provides Internet connections; voice-over-IP products; and direct connections to the QSC voice network; as well as offers standardized cloud services comprising virtual telephone system and modular design system. In addition; the company provides conventional voice services; such as call-by-call offerings and unbundled digital subscriber lines; and managed outsourcing services for the telecommunications carriers; cable network operators; and Internet service providers. Further; it operates an open access platform that interlinks various broadband technologies. QSC AG was founded in 1997 and is headquartered in Cologne; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
56,S92   ,SMA SOLAR TECHNOLOGY AG                                    ,10,Utilities       ,Diversified Utilities                   ,3,TecDAX,SMA Solar Technology AG engages in the development; production; and distribution of solar inverters worldwide. The company's Medium Power Solutions division develops; produces; and distributes system technology for photovoltaic applications in the grid-tied building and commercial field. This segment offers inverters and communication products under the Sunny Boy; Sunny Mini central; and Sunny Tripower names. This segment also develops and distributes products used for monitoring PV systems and energy management. Its Power Plant Solutions division offers system technology for photovoltaic applications in the power plant sector. This segment offers central inverters for large-scale solar power plants under the Sunny central name. The company's Services division provides services; including warranty services; service and maintenance contracts; and commissioning. In addition; SMA Solar Technology AG manufactures core components for the production of inverters; such as inductors and transformers; develops inverters for PV-supported off-grid power supply and system solutions for solar diesel hybrid systems; and provides converters as individual devices and complete energy supply systems for railway coaches and multiple-unit trains for short and long-distance railway traffic. The company was formerly known as SMA Technologie AG and changed its name to SMA Solar Technology AG in June 2008. SMA Solar Technology AG is headquartered in Niestetal; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
57,SBS   ,STRATEC BIOMEDICAL AG                                      ,9,Healthcare      ,Medical Appliances & Equipment          ,3,TecDAX,STRATEC Biomedical AG develops and manufactures automated analyzer systems for clinical diagnostics and biotechnology applications. It offers various multifunctional system platforms; such as PlateRunner; 4-PS; 2-PS; and Reflex. These products are used for clinical diagnostics and molecular diagnostic applications. The company also provides LIAISON analyzer systems used in immunoassay laboratories in the fields of infection serology; hormone diagnostics; and oncology; ADVIA Centaur CP luminescence immunoassay system; and Tango optimo; an automated machine used for blood group serology. In addition; it offers Solaris; a microplate luminometer for use in research and clinical environments; PC-RIA; which is designed for various diagnostic applications based on radioactive immunological methods; such as radioimmunoassay and radio allergosorbent assay; and SR 300/SL 300; an automated analyzer system for radioimmunoassays and luminescence immunoassays. STRATEC Biomedical AG serves laboratories; blood banks; and research institutes in Germany and other European Union countries; and internationally. The company was formerly known as STRATEC Biomedical Systems AG and changed its name to STRATEC Biomedical AG in April 2011. STRATEC Biomedical AG was founded in 1979 and is headquartered in Birkenfeld; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
58,SOW   ,SOFTWARE AG                                                ,7,Technology      ,Business Software & Services            ,3,TecDAX,Software Aktiengesellschaft provides business process management; data management; and consulting services worldwide. It operates in three segments: Business Process Excellence (BPE); Enterprise Transaction Systems (ETS); and IDS Scheer Consulting (IDSC). The BPE segment offers software products and services for integrated business process management solutions for organizations in various industries. This segment's offerings cover the entire value chain from analysis; consulting; and planning to development; implementation; and monitoring of processes across the entire organization. It provides Apama; a platform for complex event processing (CEP) and CEP-powered solutions; which allows organizations to correlate and analyze business activities across multiple data streams in real-time and take immediate action in response. The ETS segment provides database solutions for mainframes; and development and modernization of mainframe-based IT systems. The IDSC segment comprises the company's SAP consulting business with a focus on processes and the integration of SAP solutions with the IT landscape of its customers. The company's primary products include ARIS; a technological platform for process excellence that enables companies to plan; model; and evaluate processes; applications; technologies; data; and organizational structures; webMethods; which bridges service-oriented architectures with process automation/optimization and real time monitoring and control of applications; Terracotta that manages date using in-memory technology to search data and retrieve results in microseconds; ADABAS; a database management system; and Natural; a development environment that allows users to create new programs and modify existing ones. Software Aktiengesellschaft was founded in 1969 and is headquartered in Darmstadt; Germany.                                                                                                                                                            
59,SRT3  ,SARTORIUS AKTIENGESELLSCHAFT                               ,7,Technology      ,Scientific & Technical Instruments      ,3,TecDAX,Sartorius Aktiengesellschaft provides laboratory and process technology products and services primarily in Europe; North America; and the Asia Pacific. It operates in three segments: Bioprocess Solutions; Lab Products & Services; and Industrial Weighing. The Bioprocess Solutions segment focuses on the areas of filtration; fluid management; fermentation; purification; and laboratory applications and services. The Lab Products & Services segment primarily manufactures and markets laboratory instruments and lab consumables. The Industrial Weighing segment focuses on weighing and control applications in the manufacturing processes of food; chemical; and pharmaceutical sectors. Sartorius Aktiengesellschaft serves the pharmaceutical; chemical; and food industries; as well as research and educational institutes. Sartorius Aktiengesellschaft was founded in 1870 and is headquartered in Goettingen; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
60,UTDI  ,UNITED INTERNET AG                                         ,7,Technology      ,Wireless Communications                 ,3,TecDAX,United Internet AG; through its subsidiaries; provides telecommunications and information technology services. The company operates in two segments; Access and Applications. The Access segment offers a range of landline and mobile access products; and the related applications; such as home networks; online storage; telephony; narrowband Internet access; broadband/DSL Internet access; Internet telephony; video-on-demand; mobile Internet; and related hardware and software. The Applications segment offers applications; such as domains; personal information management that include email; to-do lists; appointments; and addresses; home pages and e-shops; and group work; online storage; and office applications. This segment also provides set-up services; sells software products; such as virus protection software; and offers online advertising; domain marketing; domain trading; and affiliate marketing services. United Internet AG serves home users; small companies; and freelancers in Germany; France; the United Kingdom; Spain; Austria; Switzerland; Poland; Argentina; Canada; and the United States. The company offers its products and services under the 1&1; GMX; WEB.DE; united-domains; fasthosts; InterNetX; Sedo; and affilinet brand names. United Internet AG is headquartered in Montabaur; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
61,WDI   ,WIRECARD AG                                                ,8,Services        ,Business Services                       ,3,TecDAX,Wirecard AG provides outsourcing and white label solutions for electronic payment transactions. The company operates through three business segments: Payment Processing and Risk Management; Acquiring and Issuing; and Call Center and Communication Services. The Payment Processing and Risk Management segment provides products and service for the acceptance or implementation; and the downstream processing of electronic payments and the associated processes. The Acquiring and Issuing segment accepts and issues credit and prepaid cards; as well as account and payment transaction services for corporate and private customers. The Call Center and Communication Services segment offers call-center assisted support services for corporate and private customers. The company provides solutions for processing card-based payments; direct debit options; customized terminal solutions for various requirements at the point of sale; alternative payment options; supplier and commission payments; tokenization solutions; and payment gateway and payment systems for online shops. It also offers mobile payment solutions; risk management systems that minimize the risk of payment defaults in online retail for established payment options; consulting services for the payment solutions and processes; and call center and customer relationship management services. The company serves consumer goods; digital goods; and tourism industries. Wirecard AG was founded in 1999 and is headquartered in Aschheim; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
62,TecDAX,TecDAX                                                     ,6,Index           ,Index                                   ,3,TecDAX,The TecDAX stock index tracks the performance of the 30 largest German companies from the technology sector. In terms of order book turnover and market capitalization the companies rank below those included in the DAX. TecDAX is based on prices generated in Xetra.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
63,ARL   ,AAREAL BANK AG                                             ,5,Financial       ,Money Center Banks                      ,2,MDAX  ,Aareal Bank AG; through its subsidiaries; provides financing; and advisory and other services to the commercial property sector and the institutional housing industry in Germany and internationally. The company operates in two segments; Structured Property Financing and Consulting/Services. The Structured Property Financing segment offers property financing and refinancing solutions for logistics properties; shopping centers; and hotels in Europe; North America; and Asia; and services in the areas of open ended funds and Islamic banking. This segment also engages in the development; management; and the marketing of German commercial properties; and provision of property valuation; research; and consulting services to national and international banks; investors; owner occupants; developers; and consultants. In addition; it offers long-term capital market instruments; including bearer bonds; promissory notes; and debt securities; and money markets instruments; such as deposits; repos; and tenders to institutional investors consisting of insurance companies; foundations; and state-owned entities. The Consulting/Services segment provides a range of services and products for housing; commercial property; and utilities and waste disposal industries. Its services include the automated processing of mass payment transactions; optimization of higher-level processes; and specialized electronic banking; and financing for the housing industry and consulting for portfolio optimization. This segment also offers consultancy services; software solutions; IT services; and support for the property sector; and outsourced business process management services. Aareal Bank AG was founded in 1923 and is headquartered in Wiesbaden; Germany.                                                                                                                                                                                                                                                           
64,BNR   ,BRENNTAG AG                                                ,1,Basic Materials ,Specialty Chemicals                     ,2,MDAX  ,Brenntag AG; a chemical distribution company; provides B2B distribution solutions for industrial and specialty chemicals to customers in Europe; North America; Latin America; the Asia Pacific; and internationally. The company distributes acids and alkaline solutions; solvents; solids and salts; cleaning and degreasing agents; and chemicals for the treatment of water and sewage. It serves customers in water treatment; personal care; pharmaceutical; food and beverages; oil and gas; adhesives; coatings and construction; cleaning; elastomers; and sealants industries. The company was formerly known as Brenntag Management GmbH and changed its name in March 2010. Brenntag AG was founded in 1874 and is headquartered in MÃ¼lheim an der Ruhr; Germany. It operates a network of distribution facilities in Germany and internationally.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
65,BOSS  ,HUGO BOSS AG                                               ,4,Consumer Goods  ,Clothing & Footwear                     ,2,MDAX  ,"The Hugo Boss AG is an international fashion and lifestyle company; which marketed under its umbrella five brands in the luxury or premium segment with independent collections around the world. Hugo Boss was formerly only for men's fashion; today there are BOSS Selection only a label that does not carry women's collection. The brand portfolio ranging from classic clothing; evening and leisurewear to shoes and leather accessories as well as licensed fragrances marketed; eyewear and watches; as well as children's clothing; motorcycle helmets and mobile phones; accessories and textiles for the home. The Group is represented in 129 countries with over 6;800 points of sale. Own production facilities are located in Izmir (Turkey); Radom (Poland); Morrovalle (Italy); Cleveland (USA) and in Germany Metzingen. It is reported in the segments \""Europe\"" (including the Middle East and Africa); \""America\""; \""Asia / Pacific\"" and \""licenses\"".                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
66,CLS1  ,CELESIO AG                                                 ,9,Healthcare      ,Hospitals                               ,2,MDAX  ,Celesio AG; an international trading company; provides logistics and services in the pharmaceutical and healthcare sector in 16 countries worldwide. The company operates through two divisions: Patient and Consumer Solutions; and Pharmacy Solutions. The Patient and Consumer Solutions division offers prescription and non-prescription pharmaceuticals; and a range of medical services at its pharmacies. It offers pharmaceutical services; such as blood pressure; cholesterol; or diabetes testing; as well as advice on medicines and the side-effects of their interaction. This division serves through 2;200 owned pharmacies and 4;500 participants in its brand partnership schemes. The Pharmacy Solutions division engages in the wholesale of pharmaceuticals; the pharmacy and laboratory equipment business; and property development for pharmacies. It provides oncology products and other medicines for the treatment of complex diseases; and offers supplementary services for pharmacists; such as the organization and management of pharmacy cooperation programs. This division operates 136 branches that supply to approximately 65;000 pharmacies. The company was founded in 1835 and is headquartered in Stuttgart; Germany. As of October 31; 2013; Celesio AG operates as a subsidiary of Dragonfly GmbH & Co. KGaA.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
67,DEQ   ,DEUTSCHE EUROSHOP AG                                       ,5,Financial       ,REIT - Retail                           ,2,MDAX  ,Deutsche EuroShop AG is a real estate investment firm. The firm specializes in investments in shopping centers in prime locations. It invests in centers with a minimum property size of 15;000 mÂ² of which no more than 15 percent may be office space or other non-commercial usage. The firm seeks to invest in Europe with a main focus towards Germany. Deutsche EuroShop AG was founded on October 10; 1997 and is based in Hamburg; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
68,DUE   ,DUERR AG                                                   ,3,Industrial Goods,Diversified Machinery                   ,2,MDAX  ,Dürr Aktiengesellschaft; through its subsidiaries; supplies products; systems; and services primarily for automobile manufacturing worldwide. Its Paint and Assembly Systems division develops and builds paint shops and final assembly lines for the automotive industry. This division also offers assembly and finishing systems for aircraft construction. Its products include RoDip systems; in which the vehicle body shells emerging from the body shop are cleaned; pretreated; and coated to protect them against corrosion; and spray booths for the application of primer; base; and clear coats. The company's Application Technology division develops and manufactures products and systems for automated painting applications; such as painting robots; feather cleaners; and materials supply. It also provides sealing technology for seams in bodywork; and glueing technology for the bodywork and final assembly of vehicles. Its products include EcoBell3; a high-speed rotating atomizer; and the EcoRP painting robot family. Dürr Aktiengesellschaft's Measuring and Process Systems division offers balancing and diagnosis technology; testing; filling; and assembly technologies; as well as industrial cleaning and filtration technology. Its products include balancing systems for crankshafts and turbochargers; and EcoCFlex; a robotic cleaning system and EcoCBase; a compact cleaning system. The company's Clean Technology Systems division provides solutions for waste air purification. This division also develops and distributes equipment to generate electricity from the waste heat from industrial processes and other technologies. This division offers various products; including Organic Rankine Cycle systems and Compact Power Systems for electricity generation; and heat exchangers; latent heat accumulators; and heat pumps. Dürr Aktiengesellschaft was founded in 1895 and is headquartered in Bietigheim-Bissingen; Germany.                                                                             
69,DWNI  ,DEUTSCHE WOHNEN AG                                         ,5,Financial       ,Real Estate Development                 ,2,MDAX  ,Deutsche Wohnen AG; through its subsidiaries; primarily engages in the development; management; and sale of residential properties in Germany. Its property portfolio comprises 83;500 units; which include 82;500 residential units and 1;000 commercial units. The company also operates 20 residential care and nursing facilities in the states of Berlin; Brandenburg; Lower Saxony; Saxony; and Rhineland-Palatinate. Deutsche Wohnen AG was founded in 1924 and is headquartered in Berlin; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
70,EVK   ,Evonik Industries AG                                       ,9,Healthcare      ,Chemicals; Specialty                    ,2,MDAX  ,"Evonik Industries AG is a German specialty chemicals company with more than 100 countries spanning radius and a leading global market position. The Group seeks in its 24 production sites for solutions and develops; produces on the key issues of health; nutrition; resource efficiency and globalization; and this distributes a broad portfolio of specialty chemical products. The group sees itself in its core markets of the three largest providers. Its operations in the specialty chemicals divided the group into three segments: \""Consumer; Health & Nutrition\""; \""Resource Efficiency\"" and \""Specialty Materials\""; with two subunits. In addition; the separate segments \""Real Estate\"" and \""Services\"". Since the sale of the shares in the energy company STEAG in 2011; Evonik more focused on specialty chemicals and will separate the medium term from the real estate business.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                "
71,FIE   ,FIELMANN AKTIENGESELLSCHAFT                                ,8,Services        ,Specialty Retail; Other                 ,2,MDAX  ,Fielmann Aktiengesellschaft; together with its subsidiaries; engages in the operation of and investment in optical businesses in Germany; Switzerland; Austria; Luxembourg; France; the Netherlands; Poland; and Eastern Europe. The company manufactures; retails; and trades in visual aids and other optical products; including spectacles; spectacle frames and lenses; sunglasses; contact lenses; and related articles and accessories; as well as hearing aids and related accessories. As of December 31; 2012; it had 671 branches; of which 84 sites with hearing aid departments. The company also offers its products through online retail stores. Fielmann Aktiengesellschaft is headquartered in Hamburg; Germany. Fielmann Aktiengesellschaft is a subsidiary of KORVA SE.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
72,FPE3  ,FUCHS PETROLUB SE                                          ,1,Basic Materials ,Chemicals - Major Diversified           ,2,MDAX  ,Fuchs Petrolub AG engages in the development; manufacture; marketing; and sale of lubricants and related specialties worldwide. Its Automotive Lubricants Product segment offers engine oils; gear oils; and shock absorber oils. The company's Industrial Lubricants and Specialties Product segment provides metal-working fluids; corrosion preventatives; hydraulic and gear oils; greases; and other specialties. Its Other Products segment is primarily involved in toll blending; chemical process management; and trade activities. The company also offers mould release agents; metal forming lubricants; quenching oils; and biodegradable lubricants; as well as preventive maintenance services; specialty lubricants and coatings; and white oils and vaselines. It provides lubricants for various applications; including car-drivers and motor-cyclists; goods transport; passenger traffic; mining companies; the steel industry; vehicle and machinery construction; the building trade; and agricultural equipment. Fuchs Petrolub AG was founded in 1931 and is headquartered in Mannheim; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
73,FRA   ,FRAPORT AG                                                 ,3,Industrial Goods,Heavy Construction                      ,2,MDAX  ,Fraport AG engages in the ownership and operation of Frankfurt Airport in Germany. It operates through four segments: Aviation; Retail & Real Estate; Ground Handling; and External Activities & Services. The Aviation segment provides traffic and terminal management; airport and aviation security; and airport expansion services. The Retail & Real Estate segment is involved in retailing and parking facility management operations. This segment also engages in the rental and marketing of real estate properties. The Ground Handling segment offers handling services to customers at the European Union airports. The External Activities & Services segment provides facility and infrastructure management; as well as information and telecommunication services. The company was founded in 1924 and is headquartered in Frankfurt am Main; Germany.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
74,G1A   ,GEA GROUP AKTIENGESELLSCHAFT                               ,3,Industrial Goods,Diversified Machinery                   ,2,MDAX  ,GEA Group Aktiengesellschaft provides systems for the food and energy industries. The company's Food Solutions segment manufactures machinery for preparing; marinating; processing; cutting; and packaging of meat; poultry; fish; cheese; and other food products. Its Farm Technologies segment offers solutions for milk production and livestock farming; including milking equipment; parlor and herd management systems; automatic milking systems; hygiene products for animal; equipment; and farm; milk cooling systems; barn equipment; automatic feeding systems; manure technology; and consultancy and design services. The company's Heat Exchangers segment provides finned tube; shell-and-tube; and plate heat exchangers; wet and dry cooling systems; Heller systems; and air conditioning systems. Its Mechanical Equipment segment offers separators; decanters; ceramic membrane elements; valves; pumps; and homogenizers for various industries. The company's Process Engineering segment provides process solutions for the dairy; brewery; food; pharmaceutical; and chemical industries. This segment's solutions include liquid processing; concentration; industrial drying; powder processing and handling; emission control; solid dosage processing; and aseptic packaging. Its Refrigeration Technologies segment offers components and technical solutions for refrigeration; such as piston compressors; compact piston compressors; screw compressors; packaged systems and skids; chillers; heat pumps; ice machines; freezers; dryers; electronic controls; and purgers. It serves food; dairy; beverages; energy; breweries; pharma and cosmetics; chemistry; environment; and marine industries in Germany; North America; Latin America; the Middle East; the Asia Pacific; Africa; and rest of Europe. The company was formerly known as mg technologies ag and changed its name to GEA Group Aktiengesellschaft in 2005. GEA Group Aktiengesellschaft was founded in 1881 and is headquartered in DÃ¼sseldorf; Germany.         
75,GBF   ,BILFINGER SE                                               ,3,Industrial Goods,General Contractors                     ,2,MDAX  ,Bilfinger SE provides solutions for industrial facilities; power plants; and real estate and infrastructure facilities. Its Industrial segment offers consulting; engineering; project management; piping and component engineering; plant assembly; mechanical engineering; electrical; instrumentation and control technology; process engineering; insulation; scaffolding; and corrosion protection services for the construction; maintenance; and modernization of plants. This segment serves oil and gas; refineries; petrochemicals; chemicals; agrochemicals; pharmaceuticals; food; beverages; power generation; steel; and aluminum sectors primarily in Europe; the United States; and Asia. The company's Power segment engages in the design; engineering; assembly; delivery; and maintenance of power plants; and manufacture and assembly of components for power plant construction primarily in Europe; South Africa; and the Middle East. Its Building and Facility segment offers technical; commercial; and infrastructural real estate services in Europe; the United States; and the MENA countries; water and wastewater technology services worldwide; and building construction services in Germany; as well as is involved in the design; construction; maintenance; and operation of buildings. The company's Construction segment provides tunneling; bridge construction; road construction; hydraulic engineering; prestressing technology; steel construction; and foundation engineering services in Germany and other European countries. Its Concessions segment delivers and operates transport and social infrastructure projects as a private partner to the public sector primarily in Australia; North America; and Europe. The company was formerly known as Bilfinger Berger SE and changed its name to Bilfinger SE in September 2012. Bilfinger SE was founded in 1880 and is headquartered in Mannheim; Germany.                                                                                                              
